vehicle_type,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),age_of_vehicle,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,urban_or_rural_area,sex_of_casualty
9,2,26,6,1242,18,3,2,2,7,6,30,1,2
9,1,21,5,1796,12,3,2,2,7,6,30,1,2
9,2,40,7,1461,3,3,2,1,6,6,30,2,2
2,1,16,4,49,8,3,2,1,1,6,30,1,1
9,1,42,7,1599,14,3,2,1,6,1,30,1,1
9,1,33,6,1390,13,3,2,1,2,6,30,1,1
3,1,18,4,125,5,3,2,1,7,6,30,1,1
19,1,52,8,1753,12,2,3,2,4,6,30,1,1
9,1,50,8,2720,10,2,3,2,4,6,30,1,1
9,1,38,7,1984,14,3,5,3,1,6,30,1,1
9,2,29,6,1598,15,3,5,3,1,6,30,1,2
9,1,52,8,1299,12,3,5,3,1,6,30,1,2
9,2,47,8,1956,1,2,2,4,1,6,30,1,2
2,1,21,5,124,6,3,2,1,5,6,30,1,1
9,1,70,10,1783,14,3,3,1,6,6,30,1,2
11,1,51,8,4250,4,3,2,2,2,1,30,1,1
9,1,31,6,1598,12,3,2,1,2,6,30,2,1
9,1,19,4,1995,10,3,1,1,2,6,30,2,1
9,1,20,4,2400,10,3,2,1,5,6,30,1,1
9,1,78,11,1242,7,3,1,1,3,6,30,1,1
9,2,35,6,1995,8,3,2,1,2,6,30,1,2
2,1,19,4,114,1,3,2,1,1,6,30,1,1
9,2,30,6,1349,6,3,1,1,7,6,30,1,2
9,2,65,9,1339,5,3,2,1,2,6,30,1,2
11,1,46,8,6700,9,3,1,1,3,6,30,1,1
9,1,55,8,1598,4,3,2,1,2,6,30,1,2
9,1,20,4,1600,17,3,2,1,6,1,30,2,1
9,1,48,8,1560,1,3,2,1,7,6,30,1,1
9,2,49,8,1596,4,3,1,1,3,6,30,1,2
9,2,63,9,1242,3,3,2,2,1,6,30,2,2
5,1,26,6,599,15,3,2,2,1,6,30,2,1
9,1,21,5,1997,3,3,2,1,3,6,30,1,1
9,1,24,5,1397,8,3,2,1,1,6,30,2,1
2,1,22,5,124,2,3,2,1,2,6,30,1,1
5,1,21,5,108,1,3,1,1,6,6,30,1,1
9,1,30,6,1985,14,3,1,1,6,6,30,2,1
9,2,38,7,1753,6,3,3,1,3,1,30,1,2
5,1,36,7,599,4,3,2,1,2,6,30,1,1
9,2,26,6,1242,1,3,2,1,6,6,30,1,2
9,2,55,8,998,1,3,2,1,2,6,30,1,2
5,1,41,7,748,6,3,2,1,4,6,30,1,1
9,1,20,4,1149,12,2,2,1,5,6,30,1,1
9,2,55,8,1995,5,3,2,1,6,6,30,1,2
11,1,28,6,9000,12,3,1,1,6,6,30,1,2
3,1,20,4,998,10,3,2,1,3,6,30,1,1
9,1,25,5,999,3,3,2,1,5,1,30,1,2
9,2,46,8,2987,9,3,2,1,6,6,30,1,2
3,1,21,5,125,1,3,1,1,3,6,30,1,1
9,1,24,5,1364,11,3,2,1,2,6,30,1,1
9,1,32,6,1910,10,3,2,1,3,6,30,1,1
9,2,20,4,1461,1,3,2,2,4,6,30,2,2
11,1,30,6,7300,10,3,1,1,3,6,30,1,2
3,2,38,7,125,13,3,1,1,3,6,30,1,2
9,1,24,5,1910,6,2,2,1,7,6,30,1,1
9,1,66,10,1685,2,3,2,1,5,6,30,1,1
20,1,53,8,8970,11,3,2,1,5,6,30,1,1
9,1,26,6,1124,9,3,1,1,2,6,30,1,1
9,1,46,8,1995,1,3,3,1,2,6,30,1,1
9,2,53,8,1999,8,3,2,1,4,6,30,1,2
11,1,62,9,6700,3,3,1,1,5,6,30,1,2
9,2,44,7,1596,7,3,2,1,3,6,30,1,2
19,1,21,5,1753,5,3,2,1,3,6,30,1,1
9,2,17,4,1598,10,3,3,1,5,6,30,1,2
3,1,46,8,125,40,3,2,1,5,6,30,1,1
9,1,42,7,1995,4,3,1,1,4,6,30,1,1
9,1,52,8,1390,9,3,1,1,6,6,30,1,1
9,2,76,11,998,16,3,2,1,2,1,30,1,1
9,1,30,6,1995,11,3,2,1,5,6,30,1,1
9,1,68,10,2231,5,3,2,2,2,6,30,1,1
9,1,45,7,2700,12,3,2,2,2,6,30,1,1
9,1,58,9,3311,8,3,2,2,1,6,30,1,1
9,1,41,7,1797,4,3,2,2,1,6,30,1,1
3,2,20,4,125,4,3,1,1,5,6,30,1,2
9,2,54,8,1490,8,3,2,1,7,6,30,1,2
9,2,31,6,1796,13,3,2,3,3,6,30,1,2
9,2,24,5,1242,1,3,2,3,3,6,30,1,1
9,2,24,5,1242,1,3,2,3,3,6,30,1,2
9,2,34,6,1360,5,3,2,1,4,6,30,1,2
2,1,17,4,125,8,3,2,1,7,6,30,1,1
9,1,24,5,1796,2,3,2,1,1,1,30,1,1
9,1,26,6,1997,7,3,1,1,2,6,30,1,1
5,1,42,7,599,22,3,2,1,5,6,30,1,1
9,2,21,5,1242,6,3,2,1,2,6,30,1,2
9,1,27,6,1229,10,3,2,2,7,6,30,1,1
9,1,27,6,1229,10,3,2,2,7,6,30,1,1
3,1,76,11,599,8,3,2,1,6,6,30,1,1
9,1,21,5,1596,10,3,1,1,1,6,30,1,1
9,2,38,7,1598,1,3,2,2,2,6,30,1,1
9,2,38,7,1598,1,3,2,2,2,6,30,1,2
9,2,48,8,1896,8,3,2,1,2,6,30,1,2
9,1,64,9,1910,11,3,2,3,4,6,30,1,1
9,1,64,9,1910,11,3,2,3,4,6,30,1,1
9,1,29,6,1685,1,3,2,3,4,6,30,1,1
9,1,31,6,2494,11,3,1,2,2,6,30,1,2
9,1,31,6,2494,11,3,1,2,2,6,30,1,1
11,1,62,9,4500,3,3,1,1,1,6,30,1,2
9,1,75,10,1390,6,3,1,1,2,6,30,1,2
9,2,76,11,1781,12,3,3,1,3,6,30,1,2
3,2,28,6,124,16,3,2,1,4,6,30,2,2
2,1,34,6,176,17,3,2,1,7,6,30,1,1
11,1,26,6,6700,3,3,1,1,6,6,30,1,2
9,1,55,8,2204,6,3,3,1,6,1,30,1,1
9,1,85,11,1388,3,3,1,1,5,6,30,1,1
9,2,28,6,1598,3,3,1,1,4,6,30,1,1
9,2,17,4,1086,5,3,1,1,5,6,30,1,1
9,2,42,7,1596,12,3,2,1,4,6,30,1,2
9,1,46,8,1368,8,3,2,1,1,6,30,1,1
9,2,31,6,1360,12,3,2,1,3,6,30,1,2
9,1,35,6,1995,3,3,1,1,3,6,30,1,2
9,1,60,9,2231,2,3,2,3,1,6,30,1,1
9,1,60,9,2231,2,3,2,3,1,6,30,1,2
9,2,55,8,1395,1,3,2,3,1,6,30,1,2
9,2,48,8,1997,13,3,2,1,2,1,30,1,2
11,2,42,7,6700,9,3,2,2,4,6,30,1,2
9,2,68,10,998,6,3,2,1,4,6,30,1,2
9,2,30,6,1968,3,3,2,1,4,6,30,1,2
9,2,48,8,1360,13,3,1,1,5,6,30,1,2
9,1,21,5,2143,4,3,1,1,6,6,30,1,1
9,2,25,5,1798,7,3,2,1,4,6,30,1,2
9,2,44,7,1598,7,3,2,2,6,6,30,1,2
9,2,40,7,1560,4,3,2,2,6,6,30,1,2
9,1,54,8,1240,11,3,1,1,2,6,30,1,1
3,1,51,8,598,22,3,2,1,5,6,30,1,1
9,1,26,6,1991,6,3,2,2,1,6,30,1,1
9,1,26,6,1991,6,3,2,2,1,6,30,1,1
11,2,38,7,6370,3,3,2,2,5,6,30,1,2
9,1,54,8,1796,12,3,2,2,4,6,30,1,1
9,1,54,8,1796,12,3,2,2,4,6,30,1,2
9,1,50,8,1242,8,3,1,1,7,6,30,2,1
3,1,17,4,125,10,3,2,1,5,6,30,1,1
9,1,24,5,2969,9,3,1,1,7,6,30,1,1
9,2,36,7,1794,8,3,2,1,5,6,30,1,2
9,2,32,6,2979,10,3,1,1,6,6,30,1,1
11,1,55,8,7300,9,3,1,1,3,6,30,1,2
9,2,35,6,1390,8,3,2,1,4,6,30,1,2
9,2,35,6,2720,8,3,2,1,6,6,30,1,2
9,1,37,7,1796,6,3,2,2,2,6,30,1,1
11,1,35,6,6700,3,3,1,1,5,6,30,1,2
9,1,45,7,1229,1,3,3,2,3,6,30,2,1
9,1,32,6,2179,4,3,3,2,3,6,30,2,1
9,1,44,7,1587,10,3,2,1,1,6,30,1,1
9,1,53,8,1560,1,3,2,2,6,6,30,1,1
9,1,53,8,1560,1,3,2,2,6,6,30,1,2
9,2,27,6,1124,9,2,2,1,3,6,30,1,2
3,1,53,8,250,1,3,2,1,3,6,30,1,1
9,1,46,8,1997,2,3,2,2,5,6,30,1,1
9,2,25,5,1299,11,3,2,2,5,6,30,1,2
9,1,62,9,1896,9,3,2,5,1,6,30,1,1
9,1,62,9,1896,9,3,2,5,1,6,30,1,2
9,1,62,9,1896,9,3,2,5,1,6,30,1,2
9,2,31,6,1360,11,3,2,2,7,6,30,1,2
9,2,31,6,1360,11,3,2,2,7,6,30,1,1
9,1,18,4,1596,10,3,1,1,4,6,30,1,1
9,1,17,4,1598,10,3,2,2,7,6,30,1,1
9,1,17,4,1598,10,3,2,2,7,6,30,1,1
9,1,62,9,899,2,3,2,1,5,6,30,1,1
3,1,20,4,125,3,3,2,2,5,6,30,1,1
5,1,38,7,645,1,3,2,1,5,6,30,1,1
9,2,29,6,1388,10,3,2,1,3,6,30,1,2
9,1,42,7,1598,7,3,2,1,7,6,30,1,1
9,2,42,7,1299,11,3,2,1,3,6,30,1,2
3,1,52,8,999,2,3,2,1,6,6,30,1,1
3,1,21,5,125,4,3,3,1,3,6,30,1,1
11,1,40,7,4500,1,3,1,1,7,6,30,1,2
5,1,48,8,598,16,3,2,1,3,6,30,1,1
3,1,26,6,125,7,3,2,1,2,1,30,1,1
3,2,28,6,998,2,3,1,1,2,6,30,1,2
9,1,52,8,1984,13,3,1,1,6,6,30,1,1
9,2,31,6,1991,5,3,2,2,5,6,30,1,2
9,2,31,6,1991,5,3,2,2,5,6,30,1,2
9,2,17,4,998,9,3,2,1,6,6,30,1,2
11,1,53,8,6370,3,3,2,3,1,6,30,1,1
11,1,53,8,6370,3,3,2,3,1,6,30,1,1
2,2,31,6,49,2,3,1,1,4,6,30,1,2
9,1,27,6,1229,4,3,2,2,4,6,30,1,1
9,1,27,6,1229,4,3,2,2,4,6,30,1,1
11,1,61,9,4461,2,3,1,1,7,6,30,1,2
9,1,81,11,1794,11,2,1,1,5,6,30,1,1
9,1,51,8,1999,13,3,2,2,6,6,30,1,1
9,1,28,6,1390,2,3,2,2,6,6,30,1,1
3,1,24,5,1000,2,3,2,1,5,6,30,1,1
3,1,21,5,108,1,3,2,1,1,6,30,1,1
19,1,24,5,1995,1,3,2,1,3,6,30,1,1
9,2,64,9,998,2,3,3,2,5,6,30,1,2
9,2,64,9,998,2,3,3,2,5,6,30,1,1
9,2,48,8,1587,10,2,2,2,6,6,30,1,2
9,2,19,4,1596,5,2,2,2,6,6,30,1,2
11,1,27,6,6692,6,3,1,1,3,6,30,1,2
9,2,17,4,1240,8,3,2,1,5,6,30,1,2
9,2,34,6,1596,4,3,1,1,1,6,30,1,2
9,2,40,7,1242,5,3,2,1,5,6,30,1,2
9,2,38,7,1598,12,3,1,1,5,6,30,1,1
9,1,30,6,1598,15,3,2,1,5,6,30,1,1
9,2,20,4,1198,10,3,2,1,3,6,30,1,2
9,1,87,11,998,2,2,2,1,4,6,30,1,1
9,1,37,7,1598,10,3,2,1,3,6,30,1,1
9,1,25,5,1242,12,3,2,1,5,6,30,1,1
9,2,26,6,1596,8,3,2,1,6,6,30,1,2
4,1,31,6,125,8,3,2,1,6,6,30,1,1
5,2,37,7,279,6,3,2,1,5,6,30,1,2
2,1,28,6,49,5,3,1,1,1,6,30,1,1
9,1,63,9,1397,7,3,2,2,5,6,30,1,1
19,1,31,6,2151,12,3,2,1,7,6,30,1,1
9,2,66,10,1984,2,3,2,1,7,6,30,1,2
9,1,31,6,1560,10,3,2,1,2,3,30,1,1
9,2,86,11,1299,10,3,2,1,4,6,30,1,2
9,2,33,6,1968,6,2,1,1,3,7,30,1,2
9,1,22,5,2685,14,3,2,3,3,6,30,1,1
9,2,53,8,1242,16,3,2,2,5,6,30,2,2
9,2,53,8,1242,16,3,2,2,5,6,30,2,2
9,1,63,9,1612,4,3,1,1,2,6,30,1,2
9,1,25,5,1998,12,2,2,2,7,6,30,1,1
9,2,53,8,1399,4,3,3,1,7,6,30,1,2
11,1,52,8,7300,11,3,1,1,6,6,30,1,2
3,1,28,6,124,7,3,2,1,6,6,30,1,1
9,2,42,7,1799,9,3,2,2,6,3,30,1,2
9,2,36,7,1248,6,3,2,2,6,3,30,1,2
9,2,59,9,1400,10,3,3,2,2,6,30,2,2
9,1,24,5,1364,8,3,1,1,7,6,30,1,2
11,1,47,8,7300,11,3,1,1,2,6,30,1,2
9,1,26,6,1598,8,3,2,1,4,6,30,1,1
9,1,18,4,1396,12,3,2,2,7,6,30,1,1
11,1,40,7,9000,6,3,1,1,2,6,30,1,1
9,1,36,7,1248,5,3,2,2,7,6,30,1,1
9,1,55,8,1998,15,3,2,2,7,6,30,1,1
9,2,75,10,1240,11,3,1,1,7,6,30,1,2
9,2,31,6,1598,5,3,2,1,4,6,30,1,1
9,2,73,10,1240,7,3,2,1,7,6,30,1,2
9,1,20,4,1595,12,3,2,1,1,6,30,1,1
3,2,24,5,125,7,3,2,1,6,6,30,1,2
9,2,23,5,1242,1,3,2,1,7,1,30,1,2
9,2,43,7,1997,8,3,3,3,7,6,30,1,2
9,1,58,9,1870,13,3,3,3,7,6,30,1,1
9,1,58,9,1870,13,3,3,3,7,6,30,1,2
9,1,23,5,1390,9,3,3,1,1,6,30,1,1
9,2,25,5,998,13,3,4,2,5,6,30,1,2
9,1,54,8,1968,3,3,4,2,5,6,30,1,2
9,2,24,5,999,12,3,2,2,7,6,30,1,2
9,1,39,7,1896,14,3,2,2,7,6,30,1,2
9,1,20,4,1598,14,3,1,1,7,6,30,1,1
9,2,21,5,1124,14,3,1,1,3,6,30,1,2
3,1,26,6,125,4,3,2,1,3,6,30,1,1
9,1,23,5,1248,3,3,2,1,2,6,30,1,1
3,1,18,4,124,6,3,3,1,6,6,30,1,1
9,1,60,9,1761,17,3,1,1,7,6,30,1,2
2,1,24,5,49,1,3,2,1,4,6,30,1,1
4,1,32,6,125,16,2,2,1,4,6,30,1,1
9,2,28,6,1498,10,3,1,1,6,6,30,1,1
9,1,52,8,1988,13,3,3,2,3,6,30,1,1
9,1,55,8,2000,11,3,3,2,3,6,30,1,1
11,1,45,7,7300,10,3,1,1,5,6,30,1,2
9,2,73,10,1791,3,3,2,1,6,6,30,1,2
9,1,21,5,1587,13,3,3,2,1,6,30,1,2
9,1,49,8,1986,8,3,3,2,1,6,30,1,1
9,2,33,6,1339,13,3,2,2,3,6,30,1,2
9,2,23,5,1332,19,3,2,2,3,6,30,1,2
9,1,35,6,1689,14,3,2,2,7,6,30,1,1
9,2,32,6,1498,4,3,2,3,2,3,40,1,2
9,2,32,6,1498,4,3,2,3,2,3,40,1,2
9,2,32,6,1498,4,3,2,3,2,3,40,1,2
9,1,50,8,1598,13,3,2,1,2,6,30,1,1
9,1,55,8,1390,13,3,2,1,7,3,30,1,2
9,2,28,6,1598,10,3,2,1,4,6,30,1,2
9,2,21,5,1390,4,3,1,1,6,6,30,1,2
9,1,57,9,1686,5,3,1,1,6,6,30,1,2
9,2,63,9,1560,1,3,1,1,3,6,30,1,1
9,1,54,8,1794,11,2,1,1,2,6,30,1,1
9,2,32,6,1910,5,3,2,1,2,6,30,1,2
9,1,43,7,1598,3,3,2,3,5,6,30,1,1
9,2,46,8,998,11,3,2,3,5,6,30,1,2
9,2,46,8,998,11,3,2,3,5,6,30,1,2
9,2,37,7,1242,8,3,2,1,2,6,30,1,2
9,1,59,9,998,14,3,3,1,4,6,30,1,1
5,1,42,7,599,12,3,1,1,6,6,30,1,1
9,1,35,6,1995,9,3,1,1,5,6,30,1,2
9,1,60,9,1796,5,3,2,1,3,6,30,1,1
9,2,50,8,998,6,3,2,1,2,6,30,1,2
9,1,31,6,1797,5,3,2,1,5,6,30,1,1
9,1,48,8,1560,9,3,2,1,7,3,30,1,1
9,2,32,6,1910,5,3,2,1,3,6,30,1,2
19,1,55,8,2198,5,3,3,1,6,6,30,1,1
9,1,27,6,1995,2,3,1,1,7,6,30,1,1
9,2,51,8,1598,15,3,3,2,4,6,30,1,2
9,2,51,8,1598,15,3,3,2,4,6,30,1,2
9,1,19,4,1199,13,3,2,2,7,6,30,1,1
9,1,35,6,1199,15,3,2,2,7,6,30,1,2
9,1,18,4,1595,11,3,2,1,1,6,30,1,1
9,2,61,9,1397,12,3,2,2,6,6,30,1,2
9,2,61,9,1397,12,3,2,2,6,6,30,1,2
9,1,52,8,1998,9,3,2,1,5,6,30,1,1
9,1,25,5,1598,5,3,3,1,6,6,30,1,1
9,1,32,6,1995,4,3,2,1,4,6,30,1,2
9,2,56,9,1798,6,3,2,2,1,6,30,1,2
9,1,25,5,1198,13,3,2,2,1,6,30,1,1
9,1,23,5,1598,12,3,2,3,2,6,30,1,1
9,1,36,7,1997,4,3,2,3,2,6,30,1,1
9,1,36,7,1997,4,3,2,3,2,6,30,1,2
9,1,78,11,998,13,3,2,2,3,6,30,1,2
9,2,47,8,2987,1,3,2,2,3,6,30,1,2
9,2,50,8,2493,1,3,1,1,5,6,30,1,2
9,2,37,7,1896,5,3,2,1,5,6,30,1,2
9,1,83,11,1997,14,3,1,1,2,6,30,1,1
9,1,33,6,1242,15,3,1,1,2,6,30,1,1
9,2,37,7,1398,15,3,2,1,3,6,30,1,2
9,1,24,5,1198,12,3,2,1,2,6,30,1,1
11,1,41,7,9000,6,3,1,1,3,6,30,1,2
9,2,41,7,1999,10,3,1,1,5,6,30,1,2
11,1,56,9,7300,12,3,1,1,5,6,30,1,2
9,1,24,5,2494,13,3,2,2,1,6,30,1,1
9,1,24,5,2494,13,3,2,2,1,6,30,1,1
9,2,48,8,1598,10,3,1,1,5,6,30,1,2
9,2,51,8,1329,3,3,1,1,1,6,30,1,2
19,1,36,7,1753,4,3,2,1,4,6,30,1,1
3,1,21,5,108,1,3,3,1,7,6,30,1,1
9,2,60,9,1997,13,3,1,1,5,6,30,1,2
9,2,47,8,998,14,3,2,1,7,6,30,1,2
9,1,69,10,1242,8,3,2,2,2,6,30,1,1
19,1,32,6,1560,1,3,2,2,2,6,30,1,1
9,1,50,8,1339,7,3,3,3,2,6,30,1,2
9,1,50,8,1339,7,3,3,3,2,6,30,1,2
11,1,55,8,4500,6,3,2,1,5,6,30,1,2
9,1,23,5,1598,13,3,2,2,5,6,30,1,1
9,1,53,8,2231,7,3,3,1,7,6,30,1,1
3,1,45,7,125,6,3,2,1,5,6,30,1,1
11,1,59,9,7300,13,3,1,1,2,6,30,1,2
3,1,21,5,124,1,3,2,1,6,6,30,1,1
9,2,84,11,1389,12,3,1,1,1,6,30,1,2
9,2,43,7,1339,10,3,2,1,2,6,30,1,2
5,1,23,5,599,17,3,2,1,2,6,30,1,1
9,2,69,10,1968,4,3,2,1,6,6,30,1,2
9,1,36,7,1339,8,3,4,6,7,6,30,1,1
9,2,31,6,1968,6,3,4,6,7,6,30,1,1
9,2,31,6,1968,6,3,4,6,7,6,30,1,2
9,2,32,6,1124,20,3,1,1,3,6,30,1,1
3,1,53,8,125,3,3,2,1,6,6,30,1,1
9,1,55,8,2494,11,3,2,1,1,6,30,1,2
9,1,74,10,1798,18,3,2,1,1,6,30,1,1
8,1,37,7,1497,7,3,2,2,1,6,30,1,1
8,1,37,7,1497,7,3,2,2,1,6,30,1,2
9,2,55,8,1796,7,3,1,1,3,6,30,1,2
11,1,57,9,4500,4,3,1,1,1,6,30,1,1
3,1,23,5,125,11,3,2,1,5,6,30,1,1
5,1,29,6,599,1,3,2,1,6,1,30,1,1
9,1,22,5,1968,3,3,1,1,2,6,30,1,1
9,1,55,8,1242,8,3,3,1,7,6,40,2,1
3,1,22,5,124,7,3,1,1,3,6,30,1,1
9,1,34,6,1149,14,3,2,1,3,6,30,1,1
9,2,27,6,1598,8,3,3,1,1,6,30,1,2
9,2,43,7,1368,7,3,3,1,2,1,30,1,2
9,1,40,7,2993,3,3,2,1,4,6,30,1,1
9,1,25,5,1968,10,3,1,1,2,1,30,1,1
8,1,33,6,1956,1,3,2,1,4,6,30,1,2
3,1,46,8,100,16,3,2,1,7,1,30,1,1
5,1,26,6,656,9,3,3,1,4,6,30,1,1
19,2,47,8,1399,5,3,1,1,3,6,30,1,2
4,1,58,9,124,9,3,2,1,6,6,30,1,1
9,2,33,6,1598,10,3,2,1,2,1,30,1,2
9,1,52,8,998,13,3,1,1,4,6,30,1,1
9,1,46,8,1598,12,3,2,1,7,6,30,1,1
9,1,27,6,2000,5,3,2,1,2,6,30,1,1
9,2,33,6,1798,7,3,2,3,3,6,30,1,2
9,2,46,8,1995,6,3,2,3,3,6,30,1,2
9,2,46,8,1995,6,3,2,3,3,6,30,1,2
9,1,59,9,1339,8,3,2,1,1,6,30,1,1
9,2,36,7,1124,11,3,3,1,2,6,30,1,2
9,1,53,8,1598,2,3,2,2,6,6,30,1,1
9,1,64,9,1242,14,3,2,1,6,6,30,1,1
8,1,33,6,1997,3,3,2,1,2,6,30,1,1
9,1,40,7,1590,13,2,1,1,7,6,30,1,1
5,1,38,7,599,5,2,2,2,6,6,30,1,2
5,1,38,7,599,5,2,2,2,6,6,30,1,1
4,1,50,8,124,13,3,1,1,2,6,30,1,1
9,1,32,6,1784,7,3,2,1,1,6,30,1,2
11,1,60,9,7300,13,3,1,1,2,6,30,1,2
9,1,38,7,1997,2,3,2,1,3,6,30,1,1
5,1,46,8,918,19,3,2,1,2,6,30,1,1
9,1,23,5,1124,14,3,2,2,7,6,30,1,1
9,1,23,5,1124,14,3,2,2,7,6,30,1,1
9,2,22,5,1598,9,3,2,1,7,3,30,1,2
9,2,24,5,1598,9,3,2,1,5,1,30,1,2
9,1,75,10,1590,12,3,2,2,1,6,30,1,1
9,1,75,10,1590,12,3,2,2,1,6,30,1,2
9,1,57,9,1248,5,3,2,1,6,7,30,1,1
9,2,35,6,1389,17,3,2,1,7,6,30,1,2
3,1,19,4,124,2,2,2,1,6,6,30,1,1
9,1,42,7,2204,10,3,2,1,7,6,30,1,1
9,2,28,6,1299,15,3,2,1,6,6,30,1,2
9,2,40,7,1984,13,3,2,1,3,6,30,1,2
2,1,18,4,124,7,3,2,1,7,6,30,1,1
11,1,23,5,5883,13,3,1,1,5,6,30,1,2
9,2,47,8,998,16,3,2,1,7,6,30,1,2
9,1,34,6,2143,4,3,2,1,7,6,30,1,2
9,1,33,6,1896,7,3,2,1,7,6,30,1,1
9,1,30,6,1299,17,2,1,1,4,6,30,1,2
3,1,42,7,125,4,3,2,1,5,6,30,1,1
19,1,36,7,1968,3,3,1,1,3,6,30,1,1
9,2,25,5,2099,12,3,2,1,2,6,30,1,2
11,1,44,7,4500,4,3,1,1,7,6,30,1,1
9,2,26,6,1229,4,3,2,2,6,6,30,1,2
9,2,26,6,1229,4,3,2,2,6,6,30,1,2
5,1,22,5,599,17,2,2,1,3,6,30,1,1
9,1,51,8,1248,5,3,3,3,7,6,30,1,1
9,1,51,8,1248,5,3,3,3,7,6,30,1,2
9,1,24,5,1598,1,3,3,3,7,6,30,1,1
9,2,45,7,1400,10,3,1,1,3,6,30,1,1
9,2,48,8,1896,11,3,2,2,6,6,30,1,2
9,1,34,6,1360,12,3,3,2,5,6,30,1,2
9,2,36,7,1240,9,3,2,1,2,1,30,1,2
9,1,77,11,1398,12,3,1,1,1,6,30,1,1
3,1,36,7,750,9,2,2,1,6,6,30,1,1
9,1,29,6,1984,7,3,2,1,7,1,30,1,1
9,1,64,9,1997,11,3,2,1,2,6,30,1,1
9,2,26,6,1968,11,3,2,1,6,1,30,1,2
8,1,42,7,1797,4,3,2,1,7,6,30,1,1
9,1,35,6,1995,5,3,2,1,2,6,30,2,1
9,2,51,8,1195,18,3,2,5,6,3,40,1,2
9,2,51,8,1195,18,3,2,5,6,3,40,1,2
9,2,51,8,1195,18,3,2,5,6,3,40,1,2
9,2,51,8,1195,18,3,2,5,6,3,40,1,1
9,2,25,5,1984,3,3,2,5,6,3,40,1,2
9,2,48,8,1799,5,3,2,1,5,6,30,1,2
9,1,34,6,1398,3,3,3,1,4,6,30,1,1
3,1,32,6,124,6,3,2,1,3,6,20,1,1
9,2,32,6,2996,10,3,2,2,7,6,30,1,2
9,2,32,6,2996,10,3,2,2,7,6,30,1,2
9,1,55,8,1686,4,3,1,1,2,6,30,1,2
9,2,66,10,1796,9,3,2,2,7,6,30,1,2
3,1,19,4,124,6,3,4,1,2,6,30,1,1
9,1,21,5,1389,19,3,1,1,7,6,30,1,2
9,2,43,7,1598,8,3,3,1,5,6,30,1,2
9,2,30,6,1240,12,3,2,2,3,6,30,1,2
9,1,32,6,1753,7,3,2,2,3,6,30,1,1
9,2,18,4,1242,12,3,3,3,4,6,30,1,2
9,2,18,4,1242,12,3,3,3,4,6,30,1,2
9,2,18,4,1242,12,3,3,3,4,6,30,1,2
2,1,19,4,124,9,3,2,1,3,6,30,1,1
9,2,73,10,2143,1,3,2,1,6,6,30,1,2
3,1,35,6,125,3,3,2,1,2,6,30,1,1
9,2,52,8,1596,11,3,2,1,4,6,30,1,2
9,2,18,4,1587,9,3,2,1,6,6,30,1,2
2,1,30,6,108,2,3,2,1,7,6,30,1,1
3,1,40,7,108,6,3,2,1,1,6,30,1,1
9,1,36,7,1461,8,3,2,1,4,7,30,1,1
9,1,26,6,1598,10,3,1,1,2,6,30,1,1
3,1,18,4,125,10,3,2,1,6,6,30,1,1
5,1,34,6,745,1,3,1,2,6,6,30,1,1
5,1,34,6,745,1,3,1,2,6,6,30,1,1
9,2,52,8,1796,9,3,2,2,1,6,30,1,1
2,1,38,7,101,1,3,2,2,1,6,30,1,1
9,1,43,7,1995,2,3,2,2,7,6,30,1,1
9,1,43,7,1995,2,3,2,2,7,6,30,1,2
9,1,69,10,1998,8,3,1,1,6,6,30,1,2
9,2,51,8,1582,5,3,2,1,5,3,30,1,2
9,1,31,6,1796,17,3,1,1,7,6,30,1,1
9,1,31,6,1968,11,3,3,1,7,6,30,1,1
11,1,46,8,9360,5,3,1,1,6,6,30,1,1
9,1,24,5,1199,14,3,2,1,4,6,30,1,1
9,1,21,5,1956,1,3,2,1,3,3,40,1,1
9,1,33,6,2204,10,3,2,2,7,1,30,1,1
9,1,33,6,2204,10,3,2,2,7,1,30,1,1
19,1,45,7,2402,5,3,1,1,4,6,30,1,2
3,1,46,8,124,2,3,2,1,1,6,30,1,1
3,1,46,8,108,6,3,2,1,4,6,30,1,1
3,1,25,5,124,7,3,2,1,7,6,30,1,1
2,1,19,4,49,7,3,2,1,5,6,30,1,1
9,2,34,6,1984,12,3,2,1,3,6,30,1,2
3,1,29,6,108,2,3,3,1,6,6,30,1,1
9,2,25,5,1339,7,3,2,1,7,6,30,1,2
9,1,22,5,1995,7,3,2,2,3,6,30,1,1
9,1,32,6,1399,9,3,2,1,4,6,30,1,1
3,1,22,5,124,14,3,2,1,1,6,30,1,1
19,1,38,7,2148,10,3,2,4,6,6,30,1,1
9,1,36,7,1975,11,3,2,2,1,6,30,1,2
2,1,32,6,49,7,3,2,1,6,6,30,1,1
3,1,22,5,124,3,3,2,1,2,6,30,1,1
9,1,46,8,1910,6,3,2,1,4,3,30,1,2
3,1,39,7,108,2,3,2,1,3,6,30,1,1
9,2,50,8,2995,11,3,2,1,2,6,30,1,2
11,1,56,9,9360,5,3,1,1,2,6,30,1,2
9,1,41,7,2922,11,3,1,1,4,6,30,1,1
9,1,38,7,1598,8,3,2,1,1,6,30,1,1
3,1,21,5,124,1,3,1,1,2,6,30,1,2
